Dependents,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Total_Income,Full_Loan_Amount,Monthly_Payment,Debt_To_Income_Ratio,PA_Rural,PA_Semiurban,PA_Urban,Gender_N,Married_N,Self_Employed_N,Education_N,Loan_Status_N
0,14583,0.0,436,360,1,14583.0,436000,1211.11,8.3,0,1,0,1,1,0,1,1
0,20233,0.0,480,360,1,20233.0,480000,1333.33,6.59,1,0,0,1,0,0,1,0
0,20833,6667.0,480,360,1,27500.0,480000,1333.33,4.85,0,0,1,1,1,0,1,1
2,7948,7166.0,480,360,1,15114.0,480000,1333.33,8.82,1,0,0,1,1,1,1,1
0,63337,0.0,490,180,1,63337.0,490000,2722.22,4.3,0,0,1,1,1,0,1,1
4,5516,11300.0,495,360,0,16816.0,495000,1375.0,8.18,0,1,0,1,1,0,1,0
1,12000,0.0,496,360,1,12000.0,496000,1377.78,11.48,0,1,0,0,1,0,1,1
1,18333,0.0,500,360,1,18333.0,500000,1388.89,7.58,0,0,1,1,1,0,1,0
0,19730,5266.0,570,360,1,24996.0,570000,1583.33,6.33,1,0,0,1,1,0,1,0
4,39999,0.0,600,180,0,39999.0,600000,3333.33,8.33,0,1,0,1,1,0,1,1
1,19484,0.0,600,360,1,19484.0,600000,1666.67,8.55,0,1,0,0,1,1,1,1
0,20166,0.0,650,480,1,20166.0,650000,1354.17,6.72,0,0,1,1,0,1,1,1
4,51763,0.0,700,300,1,51763.0,700000,2333.33,4.51,0,0,1,0,1,0,1,1
0,5849,0.0,25,360,1,5849.0,25000,69.44,1.19,0,0,1,1,0,0,1,1
0,2275,2067.0,30,360,1,4342.0,30000,83.33,1.92,0,0,1,1,1,0,1,1
1,4945,0.0,35,360,0,4945.0,35000,97.22,1.97,1,0,0,1,1,0,1,0
1,2395,0.0,17,360,1,2395.0,17000,47.22,1.97,0,1,0,1,1,1,1,1
0,6782,0.0,9,360,1,6782.0,9000,25.0,0.37,0,0,1,1,0,0,1,0
2,13650,0.0,30,360,1,13650.0,30000,83.33,0.61,0,0,1,1,1,0,1,1
0,4652,3583.0,25,360,1,8235.0,25000,69.44,0.84,0,1,0,1,1,0,1,1
1,7451,0.0,30,360,1,7451.0,30000,83.33,1.12,0,1,0,0,0,1,1,1
0,3865,1640.0,22,360,1,5505.0,22000,61.11,1.11,1,0,0,1,0,0,1,1
4,3992,0.0,18,180,1,3992.0,18000,100.0,2.51,0,0,1,1,1,0,0,0
0,20667,0.0,25,360,1,20667.0,25000,69.44,0.34,1,0,0,1,1,0,1,0
0,2000,0.0,30,360,1,2000.0,30000,83.33,4.17,0,0,1,1,0,0,0,0
2,3601,1590.0,15,360,1,5191.0,15000,41.67,0.8,1,0,0,1,1,0,0,1
4,1830,0.0,35,360,0,1830.0,35000,97.22,5.31,0,0,1,0,0,0,0,0
0,3010,3136.0,25,360,0,6146.0,25000,69.44,1.13,0,0,1,1,1,0,0,0
0,10047,0.0,30,240,1,10047.0,30000,125.0,1.24,0,1,0,0,0,0,1,1
0,2213,1125.0,20,360,1,3338.0,20000,55.56,1.66,0,0,1,1,1,0,1,1
2,2947,1603.0,10,360,1,4550.0,10000,27.78,0.61,0,0,1,1,1,0,1,0
0,4680,2087.0,15,360,1,6767.0,15000,41.67,0.62,0,1,0,1,0,0,1,0
2,6633,0.0,25,360,0,6633.0,25000,69.44,1.05,1,0,0,1,1,1,1,0
1,2492,2375.0,30,360,1,4867.0,30000,83.33,1.71,1,0,0,1,1,0,0,1
0,2400,3800.0,25,180,1,6200.0,25000,138.89,2.24,0,0,1,1,1,0,0,0
