Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Full_Loan_Amount,Monthly_Payment,Debt_To_Income_Ratio,Gender_N,Married_N,Self_Employed_N,Education_N,Loan_Status_N
Male,No,0,Graduate,No,12000,0.0,164,360,1,Semiurban,N,12000.0,164000,455.56,3.8,1,0,0,1,0
Male,Yes,0,Not Graduate,Yes,2609,3449.0,165,180,0,Rural,N,6058.0,165000,916.67,15.13,1,1,1,0,0
Male,Yes,2,Graduate,No,8333,3167.0,165,360,1,Rural,Y,11500.0,165000,458.33,3.99,1,1,0,1,1
Male,Yes,2,Graduate,No,5116,1451.0,165,360,0,Urban,N,6567.0,165000,458.33,6.98,1,1,0,1,0
Male,No,2,Graduate,No,4923,0.0,166,360,0,Semiurban,Y,4923.0,166000,461.11,9.37,1,0,0,1,1
Female,Yes,2,Graduate,No,1378,1881.0,167,360,1,Urban,N,3259.0,167000,463.89,14.23,0,1,0,1,0
Male,Yes,2,Graduate,No,4006,1526.0,168,360,1,Urban,Y,5532.0,168000,466.67,8.44,1,1,0,1,1
Male,No,0,Graduate,No,5417,0.0,168,360,1,Urban,Y,5417.0,168000,466.67,8.61,1,0,0,1,1
Male,Yes,0,Graduate,Yes,674,5296.0,168,360,1,Rural,Y,5970.0,168000,466.67,7.82,1,1,1,1,1
Male,Yes,1,Graduate,No,3125,2583.0,170,360,1,Semiurban,N,5708.0,170000,472.22,8.27,1,1,0,1,0
Male,Yes,0,Graduate,No,3250,0.0,170,360,1,Rural,N,3250.0,170000,472.22,14.53,1,1,0,1,0
Male,Yes,1,Graduate,No,5500,1260.0,170,360,1,Rural,Y,6760.0,170000,472.22,6.99,1,1,0,1,1
Male,Yes,0,Graduate,No,3208,3066.0,172,360,1,Urban,Y,6274.0,172000,477.78,7.62,1,1,0,1,1
Male,Yes,0,Graduate,No,2383,3334.0,172,360,1,Semiurban,Y,5717.0,172000,477.78,8.36,1,1,0,1,1
Male,Yes,1,Graduate,No,4283,3000.0,172,84,1,Rural,N,7283.0,172000,2047.62,28.12,1,1,0,1,0
Male,No,0,Graduate,No,3676,4301.0,172,360,1,Rural,Y,7977.0,172000,477.78,5.99,1,0,0,1,1
Male,Yes,4,Not Graduate,No,2647,1587.0,173,360,1,Rural,N,4234.0,173000,480.56,11.35,1,1,0,0,0
Male,Yes,0,Graduate,No,3708,2569.0,173,360,1,Urban,N,6277.0,173000,480.56,7.66,1,1,0,1,0
Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,Y,5900.0,173000,480.56,8.15,1,1,0,1,1
Male,Yes,0,Graduate,No,5695,4167.0,175,360,1,Semiurban,Y,9862.0,175000,486.11,4.93,1,1,0,1,1
Male,Yes,0,Graduate,No,5568,2142.0,175,360,1,Rural,N,7710.0,175000,486.11,6.3,1,1,0,1,0
Male,No,0,Graduate,Yes,6950,0.0,175,180,1,Semiurban,Y,6950.0,175000,972.22,13.99,1,0,1,1,1
Male,Yes,0,Graduate,No,7578,1010.0,175,360,1,Semiurban,Y,8588.0,175000,486.11,5.66,1,1,0,1,1
Male,Yes,1,Graduate,No,6325,0.0,175,360,1,Semiurban,Y,6325.0,175000,486.11,7.69,1,1,0,1,1
Male,Yes,0,Graduate,No,7333,8333.0,175,300,1,Rural,Y,15666.0,175000,583.33,3.72,1,1,0,1,1
Male,No,0,Graduate,No,3750,4750.0,176,360,1,Urban,N,8500.0,176000,488.89,5.75,1,0,0,1,0
Male,Yes,2,Graduate,Yes,2500,4600.0,176,360,1,Rural,Y,7100.0,176000,488.89,6.89,1,1,1,1,1
Female,Yes,0,Not Graduate,No,2149,3237.0,178,360,0,Semiurban,N,5386.0,178000,494.44,9.18,0,1,0,0,0
Male,Yes,1,Graduate,No,8080,2250.0,180,360,1,Urban,Y,10330.0,180000,500.0,4.84,1,1,0,1,1
Male,Yes,4,Graduate,No,3167,4000.0,180,300,0,Semiurban,N,7167.0,180000,600.0,8.37,1,1,0,1,0
Male,Yes,2,Graduate,No,5667,2667.0,180,360,1,Rural,Y,8334.0,180000,500.0,6.0,1,1,0,1,1
Male,Yes,1,Graduate,No,6400,7250.0,180,360,0,Urban,N,13650.0,180000,500.0,3.66,1,1,0,1,0
Male,Yes,0,Graduate,No,7901,1833.0,180,360,1,Rural,Y,9734.0,180000,500.0,5.14,1,1,0,1,1
Male,Yes,0,Graduate,Yes,9963,0.0,180,360,1,Rural,Y,9963.0,180000,500.0,5.02,1,1,1,1,1
Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,N,4787.0,181000,502.78,10.5,1,1,0,0,0
Male,Yes,0,Graduate,No,6080,2569.0,182,360,1,Rural,N,8649.0,182000,505.56,5.85,1,1,0,1,0
Male,Yes,0,Graduate,No,3707,3166.0,182,360,1,Rural,Y,6873.0,182000,505.56,7.36,1,1,0,1,1
Male,Yes,1,Graduate,Yes,9833,1833.0,182,180,1,Urban,Y,11666.0,182000,1011.11,8.67,1,1,1,1,1
Female,Yes,0,Graduate,No,4180,2306.0,182,360,1,Semiurban,Y,6486.0,182000,505.56,7.79,0,1,0,1,1
Male,No,0,Graduate,No,4166,7210.0,184,360,1,Urban,Y,11376.0,184000,511.11,4.49,1,0,0,1,1
Male,Yes,0,Graduate,Yes,5818,2160.0,184,360,1,Semiurban,Y,7978.0,184000,511.11,6.41,1,1,1,1,1
Male,Yes,1,Graduate,No,14583,0.0,185,180,1,Rural,Y,14583.0,185000,1027.78,7.05,1,1,0,1,1
Male,Yes,2,Graduate,No,5042,2083.0,185,360,1,Rural,N,7125.0,185000,513.89,7.21,1,1,0,1,0
Male,Yes,2,Not Graduate,No,7667,0.0,185,360,1,Rural,Y,7667.0,185000,513.89,6.7,1,1,0,0,1
Male,No,4,Graduate,No,9167,0.0,185,360,1,Rural,Y,9167.0,185000,513.89,5.61,1,0,0,1,1
Male,No,0,Graduate,No,4683,1915.0,185,360,1,Semiurban,N,6598.0,185000,513.89,7.79,1,0,0,1,0
Male,Yes,1,Not Graduate,No,5333,1131.0,186,360,1,Urban,Y,6464.0,186000,516.67,7.99,1,1,0,0,1
Male,Yes,1,Graduate,No,3417,1750.0,186,360,1,Urban,Y,5167.0,186000,516.67,10.0,1,1,0,1,1
Male,Yes,4,Graduate,Yes,5266,1774.0,187,360,1,Semiurban,Y,7040.0,187000,519.44,7.38,1,1,1,1,1
Male,Yes,2,Graduate,No,11757,0.0,187,180,1,Urban,Y,11757.0,187000,1038.89,8.84,1,1,0,1,1
Male,Yes,1,Graduate,No,9538,0.0,187,360,1,Urban,Y,9538.0,187000,519.44,5.45,1,1,0,1,1
Male,Yes,0,Graduate,No,5708,5625.0,187,360,1,Semiurban,Y,11333.0,187000,519.44,4.58,1,1,0,1,1
Male,No,0,Graduate,No,8333,3750.0,187,360,1,Rural,Y,12083.0,187000,519.44,4.3,1,0,0,1,1
Male,No,0,Graduate,No,9508,0.0,187,360,1,Rural,Y,9508.0,187000,519.44,5.46,1,0,0,1,1
Male,Yes,0,Graduate,No,2625,6250.0,187,360,1,Rural,Y,8875.0,187000,519.44,5.85,1,1,0,1,1
Male,No,0,Graduate,Yes,10416,0.0,187,360,0,Urban,N,10416.0,187000,519.44,4.99,1,0,1,1,0
Male,No,0,Graduate,No,3660,5064.0,187,360,1,Semiurban,Y,8724.0,187000,519.44,5.95,1,0,0,1,1
Male,Yes,2,Not Graduate,No,6125,1625.0,187,480,1,Semiurban,N,7750.0,187000,389.58,5.03,1,1,0,0,0
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360,1,Rural,N,7383.0,187000,519.44,7.04,1,1,1,0,0
Male,Yes,2,Graduate,No,7583,0.0,187,360,1,Urban,Y,7583.0,187000,519.44,6.85,1,1,0,1,1
Male,Yes,2,Graduate,No,6250,5654.0,188,180,1,Semiurban,Y,11904.0,188000,1044.44,8.77,1,1,0,1,1
Male,Yes,0,Graduate,No,9328,0.0,188,180,1,Rural,Y,9328.0,188000,1044.44,11.2,1,1,0,1,1
Male,Yes,0,Graduate,Yes,2479,3013.0,188,360,1,Urban,Y,5492.0,188000,522.22,9.51,1,1,1,1,1
Male,No,1,Not Graduate,Yes,2769,1542.0,190,360,1,Semiurban,N,4311.0,190000,527.78,12.24,1,0,1,0,0
Male,Yes,0,Graduate,Yes,9560,0.0,191,360,1,Semiurban,Y,9560.0,191000,530.56,5.55,1,1,1,1,1
Male,No,0,Graduate,Yes,16250,0.0,192,360,0,Urban,N,16250.0,192000,533.33,3.28,1,0,1,1,0
Male,Yes,2,Graduate,No,5780,0.0,192,360,1,Urban,Y,5780.0,192000,533.33,9.23,1,1,0,1,1
Male,Yes,0,Not Graduate,No,4300,2014.0,194,360,1,Rural,Y,6314.0,194000,538.89,8.53,1,1,0,0,1
Female,No,0,Graduate,Yes,7441,0.0,194,360,1,Rural,N,7441.0,194000,538.89,7.24,0,0,1,1,0
Male,No,1,Graduate,No,11250,0.0,196,360,1,Semiurban,N,11250.0,196000,544.44,4.84,1,0,0,1,0
Male,Yes,2,Graduate,No,3073,8106.0,200,360,1,Urban,Y,11179.0,200000,555.56,4.97,1,1,0,1,1
Male,Yes,2,Graduate,No,8000,0.0,200,360,1,Semiurban,Y,8000.0,200000,555.56,6.94,1,1,0,1,1
Male,No,0,Graduate,Yes,6400,0.0,200,360,1,Rural,Y,6400.0,200000,555.56,8.68,1,0,1,1,1
Male,Yes,1,Graduate,No,6875,0.0,200,360,1,Semiurban,Y,6875.0,200000,555.56,8.08,1,1,0,1,1
Male,Yes,4,Graduate,No,5167,3167.0,200,360,1,Semiurban,Y,8334.0,200000,555.56,6.67,1,1,0,1,1
Male,Yes,1,Graduate,No,4166,3369.0,201,360,1,Urban,N,7535.0,201000,558.33,7.41,1,1,0,1,0
Male,Yes,0,Not Graduate,No,1668,3890.0,201,360,0,Semiurban,N,5558.0,201000,558.33,10.05,1,1,0,0,0
Male,Yes,2,Graduate,No,6540,0.0,205,360,1,Semiurban,Y,6540.0,205000,569.44,8.71,1,1,0,1,1
Male,Yes,2,Graduate,Yes,6000,0.0,205,240,1,Semiurban,N,6000.0,205000,854.17,14.24,1,1,1,1,0
Male,Yes,0,Graduate,No,3993,3274.0,207,360,1,Semiurban,Y,7267.0,207000,575.0,7.91,1,1,0,1,1
Male,Yes,2,Graduate,No,4865,5624.0,208,360,1,Semiurban,Y,10489.0,208000,577.78,5.51,1,1,0,1,1
Male,No,0,Graduate,No,6283,4416.0,209,360,0,Rural,N,10699.0,209000,580.56,5.43,1,0,0,1,0
Male,No,0,Graduate,No,8566,0.0,210,360,1,Urban,Y,8566.0,210000,583.33,6.81,1,0,0,1,1
Male,Yes,2,Graduate,No,6250,1695.0,210,360,1,Semiurban,Y,7945.0,210000,583.33,7.34,1,1,0,1,1
Male,Yes,0,Graduate,No,5923,2054.0,211,360,1,Rural,Y,7977.0,211000,586.11,7.35,1,1,0,1,1
Female,No,0,Graduate,No,10000,0.0,214,360,1,Semiurban,N,10000.0,214000,594.44,5.94,0,0,0,1,0
Male,Yes,2,Graduate,No,3800,3600.0,216,360,0,Urban,N,7400.0,216000,600.0,8.11,1,1,0,1,0
Male,Yes,0,Graduate,No,1025,5500.0,216,360,1,Rural,Y,6525.0,216000,600.0,9.2,1,1,0,1,1
Male,Yes,0,Not Graduate,No,6096,0.0,218,360,0,Rural,N,6096.0,218000,605.56,9.93,1,1,0,0,0
Male,Yes,2,Graduate,No,11417,1126.0,225,360,1,Urban,Y,12543.0,225000,625.0,4.98,1,1,0,1,1
Female,No,0,Graduate,No,10000,1666.0,225,360,1,Rural,N,11666.0,225000,625.0,5.36,0,0,0,1,0
Female,No,0,Not Graduate,Yes,17263,0.0,225,360,1,Semiurban,Y,17263.0,225000,625.0,3.62,0,0,1,0,1
Male,Yes,0,Graduate,No,9083,0.0,228,360,1,Semiurban,Y,9083.0,228000,633.33,6.97,1,1,0,1,1
Male,Yes,2,Graduate,No,6700,1750.0,230,300,1,Semiurban,Y,8450.0,230000,766.67,9.07,1,1,0,1,1
Male,Yes,0,Graduate,No,10833,0.0,234,360,1,Semiurban,Y,10833.0,234000,650.0,6.0,1,1,0,1,1
Male,Yes,2,Graduate,No,5000,3667.0,236,360,1,Semiurban,Y,8667.0,236000,655.56,7.56,1,1,0,1,1
Male,Yes,2,Graduate,Yes,1600,20000.0,239,360,1,Urban,N,21600.0,239000,663.89,3.07,1,1,1,1,0
Male,Yes,1,Graduate,Yes,7787,0.0,240,360,1,Urban,Y,7787.0,240000,666.67,8.56,1,1,1,1,1
Male,No,0,Graduate,No,14999,0.0,242,360,0,Semiurban,N,14999.0,242000,672.22,4.48,1,0,0,1,0
Male,Yes,2,Graduate,No,3510,4416.0,243,360,1,Rural,Y,7926.0,243000,675.0,8.52,1,1,0,1,1
Male,No,0,Graduate,No,9166,0.0,244,360,1,Urban,N,9166.0,244000,677.78,7.39,1,0,0,1,0
Male,Yes,2,Graduate,No,8333,0.0,246,360,1,Semiurban,Y,8333.0,246000,683.33,8.2,1,1,0,1,1
Male,Yes,1,Graduate,No,6065,2004.0,250,360,1,Semiurban,Y,8069.0,250000,694.44,8.61,1,1,0,1,1
Male,Yes,1,Graduate,No,8072,240.0,253,360,1,Urban,Y,8312.0,253000,702.78,8.46,1,1,0,1,1
Male,Yes,0,Graduate,No,4583,5625.0,255,360,1,Semiurban,Y,10208.0,255000,708.33,6.94,1,1,0,1,1
Male,Yes,0,Graduate,No,5746,0.0,255,360,1,Urban,N,5746.0,255000,708.33,12.33,1,1,0,1,0
Female,No,4,Graduate,No,3083,0.0,255,360,1,Rural,Y,3083.0,255000,708.33,22.98,0,0,0,1,1
Male,Yes,0,Graduate,No,5726,4595.0,258,360,1,Semiurban,N,10321.0,258000,716.67,6.94,1,1,0,1,0
Male,Yes,2,Graduate,No,8799,0.0,258,360,0,Urban,N,8799.0,258000,716.67,8.14,1,1,0,1,0
Female,No,0,Graduate,No,10408,0.0,259,360,1,Urban,Y,10408.0,259000,719.44,6.91,0,0,0,1,1
Male,Yes,0,Graduate,No,6333,4583.0,259,360,1,Semiurban,Y,10916.0,259000,719.44,6.59,1,1,0,1,1
Male,Yes,1,Graduate,No,33846,0.0,260,360,1,Semiurban,N,33846.0,260000,722.22,2.13,1,1,0,1,0
Male,Yes,4,Graduate,Yes,10139,0.0,260,360,1,Semiurban,Y,10139.0,260000,722.22,7.12,1,1,1,1,1
Male,Yes,0,Graduate,Yes,16120,0.0,260,360,1,Urban,Y,16120.0,260000,722.22,4.48,1,1,1,1,1
Male,Yes,0,Graduate,No,6000,2250.0,265,360,1,Semiurban,N,8250.0,265000,736.11,8.92,1,1,0,1,0
Male,Yes,2,Graduate,Yes,5417,4196.0,267,360,1,Urban,Y,9613.0,267000,741.67,7.72,1,1,1,1,1
Male,Yes,0,Graduate,No,7933,0.0,275,360,1,Urban,N,7933.0,275000,763.89,9.63,1,1,0,1,0
Male,Yes,4,Graduate,No,9504,0.0,275,360,1,Rural,Y,9504.0,275000,763.89,8.04,1,1,0,1,1
Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,Y,16666.0,275000,763.89,4.58,1,1,0,1,1
Male,Yes,1,Not Graduate,No,2661,7101.0,279,180,1,Semiurban,Y,9762.0,279000,1550.0,15.88,1,1,0,0,1
Female,No,0,Graduate,No,8333,0.0,280,360,1,Semiurban,Y,8333.0,280000,777.78,9.33,0,0,0,1,1
Female,Yes,1,Graduate,Yes,11500,0.0,286,360,0,Urban,N,11500.0,286000,794.44,6.91,0,1,1,1,0
Male,Yes,4,Graduate,No,4000,7750.0,290,360,1,Semiurban,N,11750.0,290000,805.56,6.86,1,1,0,1,0
Female,No,4,Graduate,Yes,9357,0.0,292,360,1,Semiurban,Y,9357.0,292000,811.11,8.67,0,0,1,1,1
Male,No,0,Graduate,No,5941,4232.0,296,360,1,Semiurban,Y,10173.0,296000,822.22,8.08,1,0,0,1,1
Male,Yes,4,Graduate,No,15000,0.0,300,360,1,Rural,Y,15000.0,300000,833.33,5.56,1,1,0,1,1
Male,Yes,0,Graduate,No,14683,2100.0,304,360,1,Rural,N,16783.0,304000,844.44,5.03,1,1,0,1,0
Male,No,0,Graduate,No,8750,4167.0,308,360,1,Rural,N,12917.0,308000,855.56,6.62,1,0,0,1,0
Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,N,9481.0,311000,863.89,9.11,1,0,0,1,0
Male,Yes,1,Graduate,No,10750,0.0,312,360,1,Urban,Y,10750.0,312000,866.67,8.06,1,1,0,1,1
Male,Yes,1,Graduate,No,5955,5625.0,315,360,1,Urban,Y,11580.0,315000,875.0,7.56,1,1,0,1,1
Male,No,4,Graduate,No,12500,3000.0,320,360,1,Rural,N,15500.0,320000,888.89,5.73,1,0,0,1,0
Male,Yes,0,Graduate,No,6133,3906.0,324,360,1,Urban,Y,10039.0,324000,900.0,8.97,1,1,0,1,1
Male,Yes,1,Graduate,No,6083,4250.0,330,360,1,Urban,Y,10333.0,330000,916.67,8.87,1,1,0,1,1
Male,Yes,1,Graduate,No,12841,10968.0,349,360,1,Semiurban,N,23809.0,349000,969.44,4.07,1,1,0,1,0
Female,No,4,Graduate,No,416,41667.0,350,180,1,Urban,N,42083.0,350000,1944.44,4.62,0,0,0,1,0
Male,Yes,4,Graduate,No,81000,0.0,360,360,0,Rural,N,81000.0,360000,1000.0,1.23,1,1,0,1,0
Female,Yes,4,Graduate,No,23803,0.0,370,360,1,Rural,Y,23803.0,370000,1027.78,4.32,0,1,0,1,1
Male,Yes,1,Graduate,Yes,8666,4983.0,376,360,0,Rural,N,13649.0,376000,1044.44,7.65,1,1,1,1,0
Male,Yes,2,Graduate,Yes,9323,7873.0,380,300,1,Rural,Y,17196.0,380000,1266.67,7.37,1,1,1,1,1
Male,Yes,2,Graduate,Yes,17500,0.0,400,360,1,Rural,Y,17500.0,400000,1111.11,6.35,1,1,1,1,1
Male,No,0,Graduate,No,12876,0.0,405,360,1,Semiurban,Y,12876.0,405000,1125.0,8.74,1,0,0,1,1
Male,Yes,0,Graduate,No,14583,0.0,436,360,1,Semiurban,Y,14583.0,436000,1211.11,8.3,1,1,0,1,1
Male,No,0,Graduate,No,20233,0.0,480,360,1,Rural,N,20233.0,480000,1333.33,6.59,1,0,0,1,0
Male,Yes,0,Graduate,No,20833,6667.0,480,360,1,Urban,Y,27500.0,480000,1333.33,4.85,1,1,0,1,1
Male,Yes,2,Graduate,Yes,7948,7166.0,480,360,1,Rural,Y,15114.0,480000,1333.33,8.82,1,1,1,1,1
Male,Yes,0,Graduate,No,63337,0.0,490,180,1,Urban,Y,63337.0,490000,2722.22,4.3,1,1,0,1,1
Male,Yes,4,Graduate,No,5516,11300.0,495,360,0,Semiurban,N,16816.0,495000,1375.0,8.18,1,1,0,1,0
Female,Yes,1,Graduate,No,12000,0.0,496,360,1,Semiurban,Y,12000.0,496000,1377.78,11.48,0,1,0,1,1
Male,Yes,1,Graduate,No,18333,0.0,500,360,1,Urban,N,18333.0,500000,1388.89,7.58,1,1,0,1,0
Male,Yes,0,Graduate,No,19730,5266.0,570,360,1,Rural,N,24996.0,570000,1583.33,6.33,1,1,0,1,0
Male,Yes,4,Graduate,No,39999,0.0,600,180,0,Semiurban,Y,39999.0,600000,3333.33,8.33,1,1,0,1,1
Female,Yes,1,Graduate,Yes,19484,0.0,600,360,1,Semiurban,Y,19484.0,600000,1666.67,8.55,0,1,1,1,1
Male,No,0,Graduate,Yes,20166,0.0,650,480,1,Urban,Y,20166.0,650000,1354.17,6.72,1,0,1,1,1
Female,Yes,4,Graduate,No,51763,0.0,700,300,1,Urban,Y,51763.0,700000,2333.33,4.51,0,1,0,1,1
Male,No,0,Graduate,No,5849,0.0,25,360,1,Urban,Y,5849.0,25000,69.44,1.19,1,0,0,1,1
Male,Yes,0,Graduate,No,2275,2067.0,30,360,1,Urban,Y,4342.0,30000,83.33,1.92,1,1,0,1,1
Male,Yes,1,Graduate,No,4945,0.0,35,360,0,Rural,N,4945.0,35000,97.22,1.97,1,1,0,1,0
Male,Yes,1,Graduate,Yes,2395,0.0,17,360,1,Semiurban,Y,2395.0,17000,47.22,1.97,1,1,1,1,1
Male,No,0,Graduate,No,6782,0.0,9,360,1,Urban,N,6782.0,9000,25.0,0.37,1,0,0,1,0
Male,Yes,2,Graduate,No,13650,0.0,30,360,1,Urban,Y,13650.0,30000,83.33,0.61,1,1,0,1,1
Male,Yes,0,Graduate,No,4652,3583.0,25,360,1,Semiurban,Y,8235.0,25000,69.44,0.84,1,1,0,1,1
Female,No,1,Graduate,Yes,7451,0.0,30,360,1,Semiurban,Y,7451.0,30000,83.33,1.12,0,0,1,1,1
Male,No,0,Graduate,No,3865,1640.0,22,360,1,Rural,Y,5505.0,22000,61.11,1.11,1,0,0,1,1
Male,Yes,4,Not Graduate,No,3992,0.0,18,180,1,Urban,N,3992.0,18000,100.0,2.51,1,1,0,0,0
Male,Yes,0,Graduate,No,20667,0.0,25,360,1,Rural,N,20667.0,25000,69.44,0.34,1,1,0,1,0
Male,No,0,Not Graduate,No,2000,0.0,30,360,1,Urban,N,2000.0,30000,83.33,4.17,1,0,0,0,0
Male,Yes,2,Not Graduate,No,3601,1590.0,15,360,1,Rural,Y,5191.0,15000,41.67,0.8,1,1,0,0,1
Female,No,4,Not Graduate,No,1830,0.0,35,360,0,Urban,N,1830.0,35000,97.22,5.31,0,0,0,0,0
Male,Yes,0,Not Graduate,No,3010,3136.0,25,360,0,Urban,N,6146.0,25000,69.44,1.13,1,1,0,0,0
Female,No,0,Graduate,No,10047,0.0,30,240,1,Semiurban,Y,10047.0,30000,125.0,1.24,0,0,0,1,1
Male,Yes,0,Graduate,No,2213,1125.0,20,360,1,Urban,Y,3338.0,20000,55.56,1.66,1,1,0,1,1
Male,Yes,2,Graduate,No,2947,1603.0,10,360,1,Urban,N,4550.0,10000,27.78,0.61,1,1,0,1,0
Male,No,0,Graduate,No,4680,2087.0,15,360,1,Semiurban,N,6767.0,15000,41.67,0.62,1,0,0,1,0
Male,Yes,2,Graduate,Yes,6633,0.0,25,360,0,Rural,N,6633.0,25000,69.44,1.05,1,1,1,1,0
Male,Yes,1,Not Graduate,No,2492,2375.0,30,360,1,Rural,Y,4867.0,30000,83.33,1.71,1,1,0,0,1
Male,Yes,0,Not Graduate,No,2400,3800.0,25,180,1,Urban,N,6200.0,25000,138.89,2.24,1,1,0,0,0
